T,0025CB03,12.03,12.60,1.52,12,1618571784.803,1,0.25,G0.53,S01-S02-S04-S05
T,0025C9EB,7.95,4.34,1.52,12,1618571784.849,1,*,G0.73,S01-S02-S05
T,0025C9E6,13.02,0.14,1.52,12,1618571784.863,1,0.51,G0.64,S01-S02-S04-S05
T,0025CB03,12.03,12.60,1.52,12,1618571784.938,1,0.25,G0.53,S01-S02-S04-S05
T,0025C9EB,7.96,4.13,1.52,12,1618571784.984,1,*,G0.73,S01-S02-S05
T,0025CB03,12.03,12.60,1.52,12,1618571785.074,1,0.25,G0.53,S01-S02-S04-S05
T,0025C9EB,8.31,4.21,1.52,12,1618571785.117,1,*,G0.72,S01-S02-S05
T,0025C9E6,12.88,0.27,1.52,12,1618571785.131,1,0.65,G0.62,S01-S02-S04-S05
T,0025CB03,11.94,12.51,1.52,12,1618571785.212,1,0.74,G0.53,S01-S02-S04-S05
T,0025C9E6,12.80,0.33,1.52,12,1618571785.263,1,1.58,G0.62,S01-S02-S04-S05
T,0025CB03,11.97,12.53,1.52,12,1618571785.347,1,0.73,G0.53,S01-S02-S04-S05
T,0025C9EB,7.96,4.35,1.52,12,1618571785.387,1,*,G0.73,S01-S02-S05
T,0025C9E6,13.06,0.04,1.52,12,1618571785.396,1,1.15,G0.65,S01-S02-S04-S05
T,0025CB03,12.04,12.61,1.52,12,1618571785.485,1,0.25,G0.53,S04-S05-S01-S02
T,0025C9EB,9.59,1.49,1.52,12,1618571785.523,1,73.83,G0.56,S01-S02-S04-S05
T,0025CB03,12.17,12.49,1.52,12,1618571785.620,1,0.53,G0.53,S01-S02-S04-S05
T,0025C9EB,8.14,4.17,1.52,12,1618571785.658,1,*,G0.72,S02-S05-S01
T,0025C9E6,13.09,0.04,1.52,12,1618571785.663,1,1.15,G0.65,S01-S02-S04-S05
T,0025CB03,11.97,12.53,1.52,12,1618571785.755,1,0.73,G0.53,S01-S02-S04-S05
T,0025C9EB,8.02,4.38,1.52,12,1618571785.790,1,*,G0.72,S01-S02-S05
T,0025CB03,12.04,12.60,1.52,12,1618571785.894,1,0.25,G0.53,S05-S01-S02-S04
T,0025C9EB,9.87,0.87,1.52,12,1618571785.925,1,96.30,G0.59,S01-S02-S04-S05
T,0025C9E6,13.09,0.03,1.52,12,1618571785.928,1,1.15,G0.65,S01-S02-S04-S05
T,0025CB03,12.16,12.72,1.52,12,1618571786.029,1,0.36,G0.54,S01-S02-S04-S05
T,0025C9EB,8.15,4.38,1.52,12,1618571786.061,1,*,G0.72,S01-S02-S05
T,0025C9E6,13.09,0.03,1.52,12,1618571786.064,1,1.15,G0.65,S04-S05-S01-S02
T,0025CB03,11.98,12.53,1.52,12,1618571786.164,1,0.73,G0.53,S01-S02-S04-S05
T,0025C9EB,8.31,4.20,1.52,12,1618571786.196,1,*,G0.72,S01-S02-S05
T,0025CB03,12.19,12.50,1.52,12,1618571786.301,1,0.52,G0.53,S01-S02-S04-S05
T,0025CB03,12.18,12.49,1.52,12,1618571786.439,1,0.52,G0.53,S05-S01-S02-S04
T,0025C9EB,8.14,4.39,1.52,12,1618571786.465,1,*,G0.72,S01-S02-S05
T,0025CB03,11.99,12.57,1.52,12,1618571786.574,1,0.27,G0.53,S01-S02-S04-S05
T,0025C9EB,8.14,4.39,1.52,12,1618571786.599,1,*,G0.72,S01-S02-S05
T,0025CB03,12.28,12.60,1.52,12,1618571786.711,1,0.14,G0.53,S01-S02-S04-S05
T,0025C9EB,8.17,4.36,1.52,12,1618571786.734,1,0.00,G0.51,S01-S02-S04-S05
T,0025CB03,12.18,12.50,1.52,12,1618571786.846,1,0.52,G0.53,S01-S02-S04-S05
T,0025C9E6,13.18,0.00,1.52,12,1618571786.863,1,0.39,G0.65,S01-S02-S04-S05
T,0025C9EB,8.08,4.46,1.52,12,1618571786.869,1,0.04,G0.50,S01-S02-S04-S05
T,0025CB03,12.04,12.60,1.52,12,1618571786.983,1,0.25,G0.53,S01-S02-S04-S05
T,0025C9EB,8.09,4.46,1.52,12,1618571787.005,1,0.04,G0.50,S01-S02-S04-S05
T,0025CB03,12.07,12.38,1.52,12,1618571787.119,1,0.38,G0.53,S01-S02-S04-S05
T,0025C9E6,13.07,0.18,1.52,12,1618571787.128,1,*,G0.79,S01-S02-S05
T,0025C9EB,8.08,4.46,1.52,12,1618571787.136,1,0.04,G0.50,S01-S02-S04-S05
T,0025CB03,12.23,12.55,1.52,12,1618571787.257,1,0.14,G0.53,S01-S02-S04-S05
T,0025C9E6,13.06,0.18,1.52,12,1618571787.263,1,*,G0.79,S01-S02-S05
T,0025C9EB,8.01,4.57,1.52,12,1618571787.271,1,0.25,G0.50,S01-S02-S04-S05
T,0025CB03,12.08,12.39,1.52,12,1618571787.391,1,0.38,G0.53,S01-S02-S04-S05
T,0025C9E6,13.36,0.08,1.52,12,1618571787.394,1,0.64,G0.64,S01-S02-S04-S05
T,0025C9EB,8.00,4.57,1.52,12,1618571787.406,1,0.25,G0.50,S01-S02-S04-S05
T,0025C9E6,13.06,0.18,1.52,12,1618571787.529,1,*,G0.79,S01-S02-S05
T,0025C9EB,8.12,4.45,1.52,12,1618571787.540,1,0.48,G0.50,S01-S02-S04-S05
T,0025C9E6,13.06,0.18,1.52,12,1618571787.661,1,*,G0.79,S01-S02-S05
T,0025CB03,12.04,12.60,1.52,12,1618571787.663,1,0.25,G0.53,S01-S02-S04-S05
T,0025C9EB,8.07,4.47,1.52,12,1618571787.675,1,0.04,G0.50,S01-S02-S04-S05
T,0025C9E6,13.06,0.18,1.52,12,1618571787.796,1,*,G0.79,S05-S01-S02
T,0025CB03,12.07,12.38,1.52,12,1618571787.802,1,0.38,G0.53,S01-S02-S04-S05
T,0025C9EB,8.17,4.58,1.52,12,1618571787.810,1,0.00,G0.50,S01-S02-S04-S05
T,0025CB03,12.04,12.60,1.52,12,1618571787.936,1,0.25,G0.53,S01-S02-S04-S05
T,0025C9EB,8.07,4.69,1.52,12,1618571787.945,1,0.05,G0.50,S01-S02-S04-S05
T,0025CB03,11.99,12.53,1.52,12,1618571788.075,1,0.70,G0.53,S04-S05-S01-S02
T,0025C9EB,8.09,4.45,1.52,12,1618571788.080,1,0.05,G0.50,S01-S02-S04-S05
T,0025C9E6,13.07,0.16,1.52,12,1618571788.195,1,*,G0.80,S01-S02-S05
T,0025CB03,12.03,12.59,1.52,12,1618571788.209,1,0.23,G0.53,S01-S02-S04-S05
T,0025C9EB,8.08,4.45,1.52,12,1618571788.215,1,0.05,G0.50,S01-S02-S04-S05
T,0025C9E6,13.06,0.16,1.52,12,1618571788.329,1,*,G0.80,S05-S01-S02
T,0025CB03,11.96,12.51,1.52,12,1618571788.346,1,0.70,G0.53,S01-S02-S04-S05
T,0025C9EB,7.99,4.34,1.52,12,1618571788.349,1,0.26,G0.51,S01-S02-S04-S05
T,0025C9E6,12.88,0.05,1.52,12,1618571788.460,1,*,G0.82,S01-S02-S05
T,0025C9EB,8.09,4.45,1.52,12,1618571788.483,1,0.05,G0.50,S01-S02-S04-S05
T,0025CB03,12.02,12.58,1.52,12,1618571788.483,1,0.24,G0.53,S04-S05-S01-S02
T,0025C9E6,13.04,0.11,1.52,12,1618571788.595,1,0.48,G0.64,S01-S02-S04-S05
T,0025C9EB,7.88,4.22,1.52,12,1618571788.618,1,0.10,G0.51,S01-S02-S04-S05
T,0025CB03,12.03,12.59,1.52,12,1618571788.618,1,0.23,G0.53,S01-S02-S04-S05
T,0025C9E6,12.80,0.21,1.52,12,1618571788.726,1,*,G0.79,S01-S02-S05
T,0025C9EB,8.04,4.23,1.52,12,1618571788.752,1,0.06,G0.51,S01-S02-S04-S05
T,0025CB03,12.03,12.59,1.52,12,1618571788.755,1,0.23,G0.53,S01-S02-S04-S05
T,0025C9E6,13.09,0.02,1.52,12,1618571788.860,1,1.10,G0.65,S01-S02-S04-S05
T,0025C9EB,8.00,4.33,1.52,12,1618571788.886,1,0.01,G0.51,S01-S02-S04-S05
T,0025CB03,12.26,12.31,1.52,12,1618571788.892,1,1.66,G0.53,S01-S02-S04-S05
T,0025C9E6,12.83,0.30,1.52,12,1618571788.995,1,1.53,G0.62,S05-S01-S02-S04
T,0025C9EB,7.96,4.34,1.52,12,1618571789.022,1,0.00,G0.51,S01-S02-S04-S05
T,0025CB03,12.00,12.30,1.52,12,1618571789.028,1,0.91,G0.53,S01-S02-S04-S05
T,0025C9E6,12.80,0.41,1.52,12,1618571789.128,1,0.78,G0.61,S05-S01-S02-S04
T,0025CAF6,2.29,0.12,1.52,12,1618571789.139,1,0.01,G0.64,S05-S01-S02-S04
T,0025C9EB,7.90,4.44,1.52,12,1618571789.157,1,0.11,G0.50,S01-S02-S04-S05
T,0025CB03,10.67,11.20,1.52,12,1618571789.162,1,0.26,G0.51,S01-S02-S04-S05
T,0025C9E6,12.90,0.27,1.52,12,1618571789.260,1,0.62,G0.62,S01-S02-S04-S05
T,0025CAF6,2.76,0.05,1.52,12,1618571789.274,1,0.04,G0.64,S04-S05-S01-S02
T,0025C9EB,7.93,4.35,1.52,12,1618571789.291,1,0.01,G0.51,S01-S02-S04-S05
T,0025CB03,11.70,12.50,1.52,12,1618571789.300,1,0.26,G0.53,S01-S02-S04-S05
T,0025C9E6,12.90,0.27,1.52,12,1618571789.394,1,0.62,G0.62,S01-S02-S04-S05
T,0025C9EB,7.76,4.34,1.52,12,1618571789.426,1,0.01,G0.51,S01-S02-S04-S05
T,0025CB03,11.38,12.41,1.52,12,1618571789.437,1,0.27,G0.53,S05-S01-S02-S04
T,0025C9E6,12.73,0.50,1.52,12,1618571789.526,1,0.27,G0.60,S01-S02-S04-S05
T,0025C9EB,7.89,4.45,1.52,12,1618571789.560,1,0.11,G0.50,S01-S02-S04-S05
T,0025CB03,11.27,12.29,1.52,12,1618571789.571,1,0.16,G0.53,S01-S02-S04-S05
T,0025C9E6,12.64,0.91,1.52,12,1618571789.660,1,0.27,G0.58,S01-S02-S04-S05
T,0025C9EB,7.67,4.45,1.52,12,1618571789.695,1,0.18,G0.50,S01-S02-S04-S05
T,0025CB03,11.10,12.38,1.52,12,1618571789.709,1,0.04,G0.53,S01-S02-S04-S05
T,0025C9E6,12.93,0.86,1.52,12,1618571789.795,1,0.33,G0.58,S02-S04-S05-S01
T,0025C9EB,7.82,4.56,1.52,12,1618571789.829,1,0.39,G0.50,S01-S02-S04-S05
T,0025CB03,11.27,12.53,1.52,12,1618571789.846,1,0.10,G0.53,S02-S04-S05-S01
T,0025CB05,3.47,11.41,1.52,12,1618571789.926,1,*,G0.92,S01-S02-S04
T,0025C9E6,12.89,0.93,1.52,12,1618571789.926,1,0.05,G0.57,S01-S02-S04-S05
T,0025C9EB,7.70,4.68,1.52,12,1618571789.963,1,0.18,G0.50,S01-S02-S04-S05
T,0025CB03,10.81,12.31,1.52,12,1618571789.980,1,0.04,G0.53,S01-S02-S04-S05
T,0025C9E6,12.95,1.13,1.52,12,1618571790.058,1,0.22,G0.56,S01-S02-S04-S05
T,0025C9EB,7.77,4.56,1.52,12,1618571790.098,1,0.02,G0.50,S01-S02-S04-S05
T,0025CB03,9.98,11.45,1.52,12,1618571790.118,1,0.54,G0.51,S01-S02-S04-S05
T,0025C9E6,11.06,2.81,1.52,12,1618571790.192,1,5.05,G0.53,S01-S02-S04-S05
T,0025C9EB,7.74,4.56,1.52,12,1618571790.233,1,0.01,G0.50,S01-S02-S04-S05
T,0025CB03,10.68,12.44,1.52,12,1618571790.253,1,0.27,G0.53,S01-S02-S04-S05
T,0025C9E6,12.74,1.61,1.52,12,1618571790.327,1,0.32,G0.55,S02-S04-S05-S01
T,0025C9EB,7.88,4.45,1.52,12,1618571790.367,1,0.08,G0.50,S01-S02-S04-S05
T,0025CB03,10.45,12.45,1.52,12,1618571790.390,1,0.03,G0.53,S01-S02-S04-S05
T,0025C9E6,12.61,1.74,1.52,12,1618571790.459,1,0.43,G0.55,S01-S02-S04-S05
T,0025C9EB,7.78,4.33,1.52,12,1618571790.502,1,0.32,G0.51,S01-S02-S04-S05
T,0025CB03,10.46,12.45,1.52,12,1618571790.525,1,0.03,G0.53,S01-S02-S04-S05
T,0025C9E6,12.65,1.98,1.52,12,1618571790.594,1,0.28,G0.54,S04-S05-S01-S02
T,0025C9EB,7.90,4.67,1.52,12,1618571790.636,1,0.61,G0.50,S01-S02-S04-S05
T,0025CB03,10.16,12.35,1.52,12,1618571790.662,1,0.04,G0.53,S01-S02-S04-S05
T,0025C9E6,12.65,1.97,1.52,12,1618571790.725,1,0.28,G0.54,S01-S02-S04-S05
T,0025C9EB,7.70,4.67,1.52,12,1618571790.771,1,0.76,G0.50,S01-S02-S04-S05
T,0025CB03,9.95,12.37,1.52,12,1618571790.799,1,0.10,G0.53,S01-S02-S04-S05
T,0025C9E6,8.55,6.61,1.52,12,1618571790.859,1,37.31,G0.50,S01-S02-S04-S05
T,0025C9EB,7.82,5.00,1.52,12,1618571790.908,1,1.17,G0.50,S04-S05-S01-S02
T,0025CB03,9.95,12.37,1.52,12,1618571790.933,1,0.10,G0.53,S01-S02-S04-S05
T,0025C9E6,12.49,2.66,1.52,12,1618571790.991,1,0.23,G0.53,S01-S02-S04-S05
T,0025C9EB,7.95,5.11,1.52,12,1618571791.041,1,1.68,G0.50,S01-S02-S04-S05
T,0025CB03,9.72,12.38,1.52,12,1618571791.069,1,0.00,G0.53,S01-S02-S04-S05
T,0025C9E6,12.67,2.74,1.52,12,1618571791.124,1,0.07,G0.54,S01-S02-S04-S05
T,0025C9EB,7.44,4.68,1.52,12,1618571791.175,1,*,G0.98,S01-S04-S05
T,0025CB03,9.50,12.38,1.52,12,1618571791.207,1,0.01,G0.53,S01-S02-S04-S05
T,0025C9E6,12.41,3.00,1.52,12,1618571791.258,1,0.21,G0.53,S01-S02-S04-S05
T,0025C9EB,7.89,5.11,1.52,12,1618571791.309,1,0.65,G0.50,S01-S02-S04-S05
T,0025CB03,9.27,12.39,1.52,12,1618571791.344,1,0.08,G0.53,S01-S02-S04-S05
T,0025C9E6,12.28,3.12,1.52,12,1618571791.392,1,0.33,G0.53,S01-S02-S04-S05
T,0025CB05,3.66,8.39,1.52,12,1618571791.415,1,*,G1.12,S01-S02-S05
T,0025C9EB,7.89,5.33,1.52,12,1618571791.444,1,0.67,G0.50,S01-S02-S04-S05
T,0025CB03,9.31,12.40,1.52,12,1618571791.481,1,0.06,G0.53,S05-S01-S02-S04
T,0025C9E6,12.32,3.33,1.52,12,1618571791.524,1,0.20,G0.53,S01-S02-S04-S05
T,0025CAF6,5.73,0.02,1.52,12,1618571791.558,1,*,G0.87,S01-S02-S04
T,0025C9EB,7.99,5.43,1.52,12,1618571791.581,1,1.08,G0.50,S05-S01-S02-S04
T,0025CB03,9.17,12.27,1.52,12,1618571791.615,1,0.02,G0.53,S01-S02-S04-S05
T,0025C9E6,12.21,3.44,1.52,12,1618571791.658,1,0.32,G0.53,S01-S02-S04-S05
T,0025CB05,4.03,7.80,1.52,12,1618571791.687,1,*,G1.04,S02-S05-S01
T,0025C9EB,7.98,5.46,1.52,12,1618571791.715,1,0.30,G0.50,S01-S02-S04-S05
T,0025CB03,9.01,12.29,1.52,12,1618571791.752,1,0.06,G0.53,S01-S02-S04-S05
T,0025C9E6,12.20,3.70,1.52,12,1618571791.792,1,0.81,G0.53,S04-S05-S01-S02
T,0025CAF6,6.77,1.09,1.52,12,1618571791.827,1,3.65,G0.58,S01-S02-S04-S05
T,0025C9EB,7.78,5.45,1.52,12,1618571791.849,1,0.38,G0.50,S01-S02-S04-S05
T,0025CB03,8.74,12.43,1.52,12,1618571791.889,1,0.45,G0.53,S01-S02-S04-S05
T,0025C9E6,12.23,3.91,1.52,12,1618571791.924,1,0.60,G0.53,S01-S02-S04-S05
T,0025C9EB,7.86,5.56,1.52,12,1618571791.984,1,0.12,G0.50,S01-S02-S04-S05
T,0025CB03,8.68,12.42,1.52,12,1618571792.024,1,0.04,G0.53,S01-S02-S04-S05
T,0025C9E6,11.98,4.16,1.52,12,1618571792.059,1,1.04,G0.52,S01-S02-S04-S05
T,0025CB05,2.60,7.87,1.52,12,1618571792.093,1,*,G1.15,S04-S05-S01
T,0025C9EB,7.86,5.56,1.52,12,1618571792.119,1,0.11,G0.50,S01-S02-S04-S05
T,0025CB03,8.81,12.30,1.52,12,1618571792.161,1,0.15,G0.53,S01-S02-S04-S05
T,0025C9E6,12.16,4.22,1.52,12,1618571792.190,1,0.59,G0.52,S01-S02-S04-S05
T,0025CAF6,5.78,0.23,1.52,12,1618571792.230,1,0.65,G0.63,S01-S02-S04-S05
T,0025C9EB,7.97,5.66,1.52,12,1618571792.253,1,0.32,G0.50,S01-S02-S04-S05
T,0025CB03,8.67,12.58,1.52,12,1618571792.299,1,0.92,G0.54,S05-S01-S02-S04
T,0025C9E6,12.05,4.55,1.52,12,1618571792.324,1,0.59,G0.52,S01-S02-S04-S05
T,0025CAF6,5.83,0.03,1.52,12,1618571792.364,1,0.25,G0.64,S01-S02-S04-S05
T,0025C9EB,7.82,5.78,1.52,12,1618571792.387,1,0.02,G0.50,S01-S02-S04-S05
T,0025CB03,8.68,12.18,1.52,12,1618571792.433,1,0.08,G0.53,S01-S02-S04-S05
T,0025C9E6,12.02,4.56,1.52,12,1618571792.456,1,0.65,G0.52,S01-S02-S04-S05
T,0025CB05,3.98,8.99,1.52,12,1618571792.499,1,*,G0.80,S01-S02-S04
T,0025CAF6,5.27,1.19,1.52,12,1618571792.499,1,*,G1.23,S02-S04-S05
T,0025C9EB,7.92,5.89,1.52,12,1618571792.522,1,0.19,G0.50,S01-S02-S04-S05
T,0025CB03,8.68,12.18,1.52,12,1618571792.570,1,0.08,G0.53,S01-S02-S04-S05
T,0025C9E6,11.91,4.67,1.52,12,1618571792.590,1,0.88,G0.52,S01-S02-S04-S05
T,0025CB05,3.79,8.87,1.52,12,1618571792.633,1,0.16,G0.51,S01-S02-S04-S05
T,0025CAF6,5.83,0.67,1.52,12,1618571792.633,1,0.17,G0.60,S01-S02-S04-S05
T,0025C9EB,7.74,6.10,1.52,12,1618571792.656,1,0.01,G0.50,S01-S02-S04-S05
T,0025CB03,8.81,12.14,1.52,12,1618571792.708,1,0.10,G0.53,S05-S01-S02-S04
T,0025C9E6,11.83,4.97,1.52,12,1618571792.725,1,0.91,G0.52,S05-S01-S02-S04
T,0025CAF6,5.94,0.82,1.52,12,1618571792.768,1,0.29,G0.59,S01-S02-S04-S05
T,0025C9EB,7.53,6.10,1.52,12,1618571792.791,1,0.41,G0.50,S01-S02-S04-S05
T,0025CB03,8.88,12.16,1.52,12,1618571792.842,1,0.02,G0.53,S01-S02-S04-S05
T,0025C9E6,11.96,5.08,1.52,12,1618571792.856,1,0.48,G0.52,S01-S02-S04-S05
T,0025CAF6,5.30,1.76,1.52,12,1618571792.902,1,*,G1.15,S02-S04-S05
T,0025C9EB,7.72,6.31,1.52,12,1618571792.928,1,0.01,G0.50,S04-S05-S01-S02
T,0025CB03,8.83,11.91,1.52,12,1618571792.979,1,0.07,G0.52,S01-S02-S04-S05
T,0025C9E6,11.97,5.30,1.52,12,1618571792.991,1,1.08,G0.52,S01-S02-S04-S05
T,0025CAF6,5.00,1.94,1.52,12,1618571793.038,1,*,G1.11,S05-S02-S04
T,0025CB05,3.33,7.84,1.52,12,1618571793.041,1,*,G1.07,S04-S05-S01
T,0025C9EB,7.83,6.43,1.52,12,1618571793.061,1,0.01,G0.50,S01-S02-S04-S05
T,0025CB03,9.03,11.65,1.52,12,1618571793.115,1,0.13,G0.52,S01-S02-S04-S05
T,0025C9E6,11.89,5.58,1.52,12,1618571793.124,1,0.34,G0.52,S01-S02-S04-S05
T,0025CAF6,5.25,1.91,1.52,12,1618571793.172,1,*,G1.13,S02-S04-S05
T,0025CB05,3.68,8.34,1.52,12,1618571793.175,1,*,G1.01,S01-S04-S05
T,0025C9EB,7.95,6.53,1.52,12,1618571793.195,1,0.00,G0.50,S01-S02-S04-S05
T,0025CB03,9.00,11.56,1.52,12,1618571793.252,1,0.18,G0.52,S01-S02-S04-S05
T,0025C9E6,10.73,6.74,1.52,12,1618571793.258,1,4.92,G0.51,S04-S05-S01-S02
T,0025CAF6,5.74,1.42,1.52,12,1618571793.307,1,0.40,G0.57,S01-S02-S04-S05
T,0025CB05,3.90,8.32,1.52,12,1618571793.309,1,*,G0.99,S01-S04-S05
T,0025C9EB,7.84,6.85,1.52,12,1618571793.329,1,0.13,G0.50,S01-S02-S04-S05
T,0025CB03,8.97,11.31,1.52,12,1618571793.386,1,0.00,G0.51,S01-S02-S04-S05
T,0025C9E6,11.77,5.70,1.52,12,1618571793.389,1,0.53,G0.52,S01-S02-S04-S05
T,0025CAF6,5.67,1.85,1.52,12,1618571793.441,1,0.77,G0.55,S01-S02-S04-S05
T,0025CB05,4.11,8.31,1.52,12,1618571793.447,1,*,G0.98,S01-S04-S05
T,0025C9EB,7.72,6.75,1.52,12,1618571793.464,1,0.12,G0.50,S01-S02-S04-S05
T,0025C9E6,11.88,5.85,1.52,12,1618571793.524,1,0.87,G0.52,S01-S02-S04-S05
T,0025CB03,8.97,11.31,1.52,12,1618571793.524,1,0.00,G0.51,S01-S02-S04-S05
T,0025CAF6,5.38,2.53,1.52,12,1618571793.575,1,*,G1.06,S02-S04-S05
T,0025CB05,5.13,9.14,1.52,12,1618571793.581,1,0.34,G0.50,S01-S02-S04-S05
T,0025C9EB,7.89,6.60,1.52,12,1618571793.601,1,*,G0.87,S04-S05-S02
T,0025C9E6,11.66,6.02,1.52,12,1618571793.658,1,0.58,G0.52,S02-S04-S05-S01
